Unnamed: 0,row_index,id,bill_id,cong,bill_type,bill_no,name_full,description,intr_date,intr_month,year,pap_majortopic,pap_subtopic,majortopic,subtopic,filter_plaw,plaw_date,plaw_no,pass_h,pass_s,majority,party,chamber,comment,predicted_label,inference_path
1975,1975,214835,92-HR-16013,92,HR,16013,"Bennett, Charles E.",To amend section 13 (c) of the Urban Mass Transportation Act of 1964 to provide that nothing in such act shall preveht States or local public bodies from prohibiting the right to strike,,,1972,10,1001,10,1001,0,,,0.0,0.0,1.0,100.0,1,,10,L2_Heterogeneous_Match
1976,1976,272053,96-HR-1242,96,HR,1242,Charles Melvin Price,"A bill to amend chapter 55 of title 10, United States Code, to include chiropractic care in the health care which may be provided members and certain former members of the uniformed services and their dependents in facilities of the uniformed services and under CHAMPUS, and for other purposes.",1/22/79,1.0,1979,3,302,3,302,0,,0,0.0,0.0,1.0,100.0,1,,3,L2_Heterogeneous_Match
1977,1977,15710,102-HR-4148,102,HR,4148,Leon Edward Panetta,To designate the Monterey Bay National Marine Sanctuary.,2/4/92,2.0,1992,21,2101,21,2101,0,,0,0.0,0.0,1.0,100.0,1,,21,L2_Heterogeneous_Match
1978,1978,82897,84-HR-8740,84,HR,8740,"Kelly, Edna F.",To amend the War Risk Insurance Act so as to provide relief for victims of disasters resulting from the forces of nature.,,,1956,16,1620,16,1620,0,,,0.0,0.0,1.0,100.0,1,,13,L2_Heterogeneous_Match
1979,1979,63084,82-HR-7809,82,HR,7809,"Sadlak, Antoni N.","Authorizing the transfer of certain property of the United States Government (in Windsor Locks, Conn.) to the State of Connecticut.",,,1952,20,2008,20,2008,0,,,0.0,0.0,0.0,200.0,1,,21,L2_Heterogeneous_Match
1980,1980,309240,105-S-2180,105,S,2180,Trent Lott,"A bill to amend the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 to clarify liability under that Act for certain recycling transactions.",6/16/98,6.0,1998,7,704,7,704,0,,0,0.0,0.0,1.0,200.0,2,,7,L2_Heterogeneous_Match
1981,1981,192313,91-HR-13092,91,HR,13092,"Giaimo, Robert N.","To provide for a comprehensive and coordinated attack on the narcotic addiction and drug abuse problem, and for other purposes",,,1969,12,1203,12,1203,0,,,0.0,0.0,1.0,100.0,1,,12,L2_Heterogeneous_Match
1982,1982,270244,96-HR-4674,96,HR,4674,Dante Bruno Fascell,"A bill to promote the foreign policy of the United States by strengthening and improving the Foreign Service of the United States, and for other purposes.",6/28/79,6.0,1979,19,1929,19,1929,0,,0,0.0,0.0,1.0,100.0,1,,19,L2_Heterogeneous_Match
1983,1983,207117,92-HR-8273,92,HR,8273,"Celler, Emanuel","To amend section 301 (b) of the Immigration and Nationality Act, as amended",,,1971,9,900,9,900,0,,,0.0,0.0,1.0,100.0,1,,9,L2_Heterogeneous_Match
1984,1984,145420,89-HR-5315,89,HR,5315,"Sisk, B. F.","To extend the operation of the National Wool Act of 1954, as amended",,,1965,4,400,4,400,0,,,0.0,0.0,1.0,100.0,1,,4,L2_Heterogeneous_Match
1985,1985,414140,109-S-3349,109,S,3349,Richard C. Shelby,A bill to extend temporarily the suspension of duty on certain fluoropolymers.,5/26/06,5.0,2006,18,1807,18,1807,0,,0,,0.0,1.0,200.0,2,,18,L2_Heterogeneous_Match
1986,1986,34425,107-HR-2123,107,HR,2123,Lee R. Terry,"To amend title 38, United States Code, to increase the rate of payment for funeral and burial expenses and plot allowance for certain veterans.",2006/12/1,6.0,2001,16,1609,16,1609,0,,,0.0,0.0,1.0,200.0,1,,16,L3_Expert_Consensus
1987,1987,328158,84-S-829,84,S,829,"Bender, George","A bill to authorize personnel of the .Armed Forces to train for, attend, and participate in the Second Pan-American Games, the Seventh Olympic Winter Games, Games of the XVI Olympiad, future PanAmerican Games and Olympic Games, and certain other internati",,,1955,19,1926,19,1926,1,,,1.0,1.0,0.0,200.0,2,,16,L2_Heterogeneous_Match
1988,1988,239083,94-HR-15358,94,HR,15358,"Flood, Daniel J.",A bill to amend section 201 of the Appalachian Regional Development Act of 1965.,8/31/76,8.0,1976,14,1405,14,1405,0,,0,0.0,0.0,1.0,100.0,1,,14,L2_Heterogeneous_Match
1989,1989,225498,93-HR-5969,93,HR,5969,Earl Fredrick Landgrebe,"A bill to terminate the authorization of the Lafayette Dam and Reservoir, Wabash River, Ind..",3/21/73,3.0,1973,21,2104,21,2104,0,,0,0.0,0.0,0.0,200.0,1,,21,L2_Heterogeneous_Match
1990,1990,238052,94-HR-5415,94,HR,5415,Patricia Scott Schroeder,A bill to amend title 38 of the United States Code in order to provide that no individual who served in any armed force shall be denied veterans benefits unless that individual was discharged or released from active service with a dishonorable discharge.,3/24/75,3.0,1975,16,1609,16,1609,0,,0,0.0,0.0,1.0,100.0,1,,16,L2_Heterogeneous_Match
1991,1991,101415,86-HR-936,86,HR,936,"Roosevelt, James","To amend title 18 of the United States Code so as to prohibit cents acts involving the importation, transportation, possession, or use of explosives, and for other purposes",,,1959,12,1209,12,1227,0,,,0.0,0.0,1.0,100.0,1,,12,L2_Heterogeneous_Match
1992,1992,138376,88-HR-11161,88,HR,11161,"Roybal, Edward R.",To mobilize the human and financial resources of the Nation to combat poverty in the United States,,,1964,13,1302,13,1302,0,,,0.0,0.0,1.0,100.0,1,,13,L2_Heterogeneous_Match
1993,1993,419068,106-HR-414,106,HR,414,Bobby Lee Rush,To amend the Immigration and Nationality Act with respect to the requirements for the admission of nonimmigrant nurses who will practice in health professional shortage areas.,1/19/99,1.0,1999,3,325,3,325,0,,0,0.0,0.0,0.0,100.0,1,,9,L2_Heterogeneous_Match
1994,1994,199538,92-HR-206,92,HR,206,"Matsunaga, Spark M.",To authorize the Secretary of the Navy to provide shoreside facilities for the education and convenience of visitors to the U.S.S. Arizona memorial at Pearl Harbor.,,,1971,21,2101,21,2101,0,,,0.0,0.0,1.0,100.0,1,,16,L2_Heterogeneous_Match
1995,1995,211668,92-HR-12529,92,HR,12529,"Sikes, Robert L. F.","To amend title 10, United States Code, to authorize the recomputation of retired pay of certain members and former members of the Armed Forces",,,1972,16,1608,16,1608,0,,,0.0,0.0,1.0,100.0,1,,16,L2_Heterogeneous_Match
1996,1996,981785,112-H-4002,112,HR,4002,Bill Cassidy,"To amend the Securities Investor Protection Act of 1970 to provide one-time payments from the SIPC Fund for customers during a pending lawsuit by the Securities and Exchange Commission against the Securities Investor Protection Corporation, and for other purposes.",2002/9/12,2.0,2012,15,1502,15,1502,0,,,,,1.0,200.0,1,,15,L2_Heterogeneous_Match
1997,1997,278061,97-HR-5092,97,HR,5092,Stephen Joshua Solarz,A bill to place restrictions on military assistance and sales for Guatemala.,11/21/81,11.0,1981,16,1606,16,1606,0,,0,0.0,0.0,1.0,100.0,1,,19,L2_Heterogeneous_Match
1998,1998,269603,96-HR-2762,96,HR,2762,John Frederick Seiberling,A bill to provide for a formal process of State participation and concurrence regarding the management and storage of radioactive materials.,3/8/79,3.0,1979,7,704,7,704,0,,0,0.0,0.0,1.0,100.0,1,,7,L2_Heterogeneous_Match
1999,1999,241624,94-HR\-9908,94,HR,9908,James Anthony Burke,A bill for the relief of Daniel Crowley.,9/29/75,9.0,1975,9,900,9,900,0,,0,1.0,0.0,1.0,100.0,1,,9,L2_Heterogeneous_Match
2000,2000,38297,80-HR-225,80,HR,225,"Clason, Charles R.",Making unlawful the requirement for the payment of a poll tax as a prerequisite to voting in a primary or other election for national officers,,,1947,2,206,2,206,0,,,0.0,0.0,1.0,200.0,1,,2,L2_Heterogeneous_Match
2001,2001,438135,110-HR-1933,110,HR,1933,Mark E. Udall,"To amend the Energy Policy Act of 2005 to reauthorize and improve the carbon capture and storage research, development, and demonstration program of the Department of Energy, and for other purposes.",4/18/07,4.0,2007,7,705,7,705,0,,0,0.0,0.0,1.0,100.0,1,,8,L2_Heterogeneous_Match
2002,2002,86962,85-HR-366,85,HR,366,"O'Hara, Joseph P.","To amend the Federal Food, Drug, and Cosmetic Act for the protection of the public health, by prohibiting new food additives which have not been adequately pretested to establish their safe use under the conditions of their intended use",,,1957,4,403,4,403,0,,,0.0,0.0,0.0,200.0,1,,4,HITL_Manual
2003,2003,296989,101-S-1896,101,S,1896,Patrick J. Leahy,"A bill to promote the production of organically produced foods by establishing a national standard for organically produced products and providing for the labeling of organically produced products, and for other purposes.",11/16/89,11.0,1989,4,403,4,403,0,,0,0.0,0.0,1.0,100.0,2,,4,L2_Heterogeneous_Match
2004,2004,454147,111-S-979,111,S,979,Richard J. Durbin,"A bill to amend the Public Health Service Act to establish a nationwide health insurance purchasing pool for small businesses and the self-employed that would offer a choice of private health plans and make health coverage more affordable, predictable, and accessible.",2005/5/9,5.0,2009,15,1521,15,1521,0,0000-00-00,,0.0,0.0,1.0,100.0,2,0,3,L2_Heterogeneous_Match
2005,2005,135386,88-HR-8216,88,HR,8216,"Kyl, John H.","To provide equality of treatment for all families and business concerns displaced from real property by actions of the government of the Disttrict of Columbia, by authorizing the payment to such families and business concerns of the same amounts now autho",,,1963,20,2014,20,2014,0,,,0.0,0.0,0.0,200.0,1,,20,HITL_Manual
2006,2006,373777,95-S-2894,95,S,2894,"Pell, Claiborne D.",A bill to establish an Institute for Human Rights and Freedom to promote respect for and observation of human rights and fundamental freedoms in foreign countries.,4/12/78,4.0,1978,19,1925,19,1925,0,,0,0.0,0.0,1.0,100.0,2,,19,L2_Heterogeneous_Match
2007,2007,254507,95-HR-7248,95,HR,7248,William Francis Walsh,A bill to prohibit the expenditure of Federal funds for the conversion to the metric system of measurements posted on highways without a direct authorization by the Congress for such expenditure.,5/17/77,5.0,1977,15,1599,15,1599,0,,0,0.0,0.0,0.0,200.0,1,,15,L2_Heterogeneous_Match
2008,2008,315744,107-S-3054,107,S,3054,Joseph I. Lieberman,"A bill to provide for full voting representation in Congress for the citizens of the District of Columbia, and for other purposes.",2010/3/2,10.0,2002,20,2014,20,2014,0,,,0.0,0.0,1.0,100.0,2,,20,L2_Heterogeneous_Match
2009,2009,435338,109-HR-5572,109,HR,5572,Frank A. LoBiondo,To provide for the liquidation or reliquidation of certain entries relating to high-density laminate panels entered from 2000 through 2005.,2006/8/6,6.0,2006,18,1806,18,1806,0,,0,,0.0,1.0,200.0,1,,18,L2_Heterogeneous_Match
2010,2010,354330,90-S-3509,90,S,3509,"Pearson, James","A bill to amend the Labor-Management Relations Act, 1947, to provide improved procedures for the settlement of national emergency labor disputes, and for other purposes.",,,1968,5,504,5,504,0,,,0.0,0.0,0.0,200.0,2,,5,L2_Heterogeneous_Match
2011,2011,123908,87-HR-10093,87,HR,10093,"Glenn, Milton W.","To reunite families in the United States by granting nonquota status to certain aliens entitled to a preference under the Immigration and Nationality Act, and for other purposes",,,1962,9,900,9,900,0,,,0.0,0.0,0.0,200.0,1,,9,L2_Heterogeneous_Match
2012,2012,4029,100-HR-2069,100,HR,2069,Donald Lawrence Ritter,A bill to create a National Commission on Commercial and National Defense Applications of Superconductors to study methods of developing improved superconductors and expanding the commercial and strategic use of superconductors.,4/9/87,4.0,1987,17,1705,17,1705,0,,0,0.0,0.0,0.0,200.0,1,,17,L2_Heterogeneous_Match
2013,2013,419704,106-HR-1050,106,HR,1050,Barbara Lee,"To establish a living wage, jobs for all policy by instituting overall planning to develop those living wage job opportunities essential to fulfillment of basic rights and responsibilities in a healthy democratic society; by facilitating conversion from unneeded military programs to civilian activities that meet important human needs; by producing a Federal capital budget through appropriate distinctions between operating and investment outlays; and by reducing poverty, violence, and the undue concentration of income, wealth, and power, and for other purposes.",3/10/99,3.0,1999,5,502,5,502,0,,0,0.0,0.0,0.0,100.0,1,,5,HITL_Manual
2014,2014,78377,84-HR-4227,84,HR,4227,"Metcalf, Lee",To amend section 512 of the Servicemens Readjustment Act of 1944 to permit a veteran who has received a direct loan for the construction or improvement of a farmhouse to repay such loan in annual installments,,,1955,16,1609,16,1609,0,,,0.0,0.0,1.0,100.0,1,,16,L3_Expert_Consensus
2015,2015,410265,108-S-2509,108,S,2509,Charles T. Chuck Hagel,"A bill to extend the water service contract for the Ainsworth Unit, Sandhills Division, Pick-Sloan Missouri Basin Program, Nebraska.",2006/8/4,6.0,2004,21,2104,21,2104,0,,0,0.0,0.0,1.0,200.0,2,,21,L2_Heterogeneous_Match
2016,2016,259738,95-HR-3047,95,HR,3047,Jonathan Brewster Bingham,A bill amending the Trading with the Enemy Act to repeal the embargo on United States trade with Vietnam.,2/2/77,2.0,1977,19,1921,19,1921,0,,0,0.0,0.0,1.0,100.0,1,,19,L2_Heterogeneous_Match
2017,2017,186778,91-HR-7615,91,HR,7615,"Saylor, John P.","To enlarge the boundaries of Grand Canyon National Park in the State of Arizona, and for other purposes",,,1969,21,2101,21,2101,0,,,0.0,0.0,0.0,200.0,1,,21,L2_Heterogeneous_Match
2018,2018,137556,88-HR-10383,88,HR,10383,"Wright, James C. Jr.",To impose import limitations on certain meat and meat products,,,1964,4,401,4,401,0,,,0.0,0.0,1.0,100.0,1,,4,L2_Heterogeneous_Match
2019,2019,97810,85-HR-11220,85,HR,11220,"Hemphill, Robert W.",To amend part VIII of Veterans Regulation No. 1 (a) and the Veterans Readjustment Assistance Act of 1952 to provide that World War II and Korean conflict veterans entitled to education under such provisions of law who did not utilize their entitlement may,,,1958,6,601,6,601,0,,,0.0,0.0,1.0,100.0,1,,6,L2_Heterogeneous_Match
2020,2020,101816,86-HR-1234,86,HR,1234,"Budge, Hamer H.","To require Federal officers, agencies, and employees to act in accordance with and submit to the laws of the several States relative to the control, appropriation, use, and distribution of water and providing that the United States shall sue and be sued i",,,1959,7,701,7,701,0,,,0.0,0.0,0.0,200.0,1,,21,L3_Expert_Consensus
2021,2021,273280,97-HR-6595,97,HR,6595,Daniel David Rostenkowski,"A bill to provide for a temporary increase in the public debt limit, and for other purposes.",6/15/82,6.0,1982,1,104,1,104,0,,0,0.0,0.0,1.0,100.0,1,,1,L2_Heterogeneous_Match
2022,2022,19536,103-HR-1762,103,HR,1762,Pat Roberts,"To amend the Public Health Service Act to provide grants to states for the creation or enhancement of systems for the air transport of rural victims of medical emergencies, and for other purposes.",4/21/93,4.0,1993,3,322,3,322,0,,0,0.0,0.0,0.0,200.0,1,,3,L2_Heterogeneous_Match
2023,2023,381556,97-S-1948,97,S,1948,Jesse Helms,"A bill to permit to become effective certain Farm Credit Administration regulations which expand the authority of financing institutions, other than Farm Credit System institutions, to borrow from and discount with Federal intermediate credit banks.",12/11/81,12.0,1981,4,402,4,402,1,12/26/81,97-111,1.0,1.0,1.0,200.0,2,,4,L2_Heterogeneous_Match
2024,2024,254134,95-HR-6583,95,HR,6583,Nick Joe Rahall,"A bill to amend the Small Business Act to reduce the rate of interest on disaster relief loans under such Act, to apply special provisions of such Act of such loans made in connection with major disasters occurring after April 1, 1977 and before June 6, 1977.",4/25/77,4.0,1977,15,1521,15,1521,0,,0,0.0,0.0,1.0,100.0,1,,15,L2_Heterogeneous_Match
2025,2025,158279,89-HR-18251,89,HR,18251,"Boland, Edward P.",To amend. the Internal Revenue Code of 1954 to allow teachers to deduct from gross income the expenses incurred in pursuing courses for academic credit and degrees at institutions of higher education and including certain travel,,,1966,6,601,6,601,0,,,0.0,0.0,1.0,100.0,1,,6,L2_Heterogeneous_Match
2026,2026,274445,97-HR-5696,97,HR,5696,John Milan Ashbrook,"A bill to amend the Internal Revenue Code of 1954 to provide individuals an income tax credit of up to $1,500 for each new American-made passenger automobile acquired by the taxpayer.",3/3/82,3.0,1982,18,1806,18,1806,0,,0,0.0,0.0,0.0,200.0,1,,1,L2_Heterogeneous_Match
